ZCTA,Outcome
XXXXX,
01001,0.542926635275114
01007,0.542926635275114
01008,0.542926635275114
01009,0.542926635275114
01010,0.542926635275114
01011,0.542926635275114
01013,0.542926635275114
01020,0.542926635275114
01022,0.542926635275114
01028,0.542926635275114
01030,0.542926635275114
01031,0.542926635275114
01033,0.542926635275114
01034,0.542926635275114
01036,0.542926635275114
01037,0.542926635275114
01040,0.542926635275114
01056,0.542926635275114
01057,0.542926635275114
01069,0.542926635275114
01071,0.542926635275114
01075,0.542926635275114
01077,0.542926635275114
01079,0.542926635275114
01080,0.542926635275114
01081,0.542926635275114
01082,0.542926635275114
01085,0.542926635275114
01086,0.542926635275114
01089,0.542926635275114
01095,0.542926635275114
01097,0.542926635275114
01103,0.542926635275114
01104,0.542926635275114
01105,0.542926635275114
01106,0.542926635275114
01107,0.542926635275114
01108,0.542926635275114
01109,0.542926635275114
01118,0.542926635275114
01119,0.542926635275114
01128,0.542926635275114
01129,0.542926635275114
01151,0.542926635275114
01199,0.542926635275114
01531,0.542926635275114
01002,0.53497060218952
01003,0.53497060218952
01012,0.53497060218952
01026,0.53497060218952
01027,0.53497060218952
01032,0.53497060218952
01035,0.53497060218952
01038,0.53497060218952
01039,0.53497060218952
01050,0.53497060218952
01053,0.53497060218952
01054,0.53497060218952
01060,0.53497060218952
01062,0.53497060218952
01063,0.53497060218952
01066,0.53497060218952
01070,0.53497060218952
01072,0.53497060218952
01073,0.53497060218952
01084,0.53497060218952
01088,0.53497060218952
01093,0.53497060218952
01096,0.53497060218952
01098,0.53497060218952
01355,0.53497060218952
01373,0.53497060218952
01005,0.542584407648153
01074,0.542584407648153
01094,0.542584407648153
01331,0.542584407648153
01364,0.542584407648153
01366,0.542584407648153
01368,0.542584407648153
01378,0.542584407648153
01379,0.542584407648153
01430,0.542584407648153
01436,0.542584407648153
01438,0.542584407648153
01440,0.542584407648153
01452,0.542584407648153
01468,0.542584407648153
01473,0.542584407648153
01475,0.542584407648153
01029,0.539765673506604
01201,0.539765673506604
01220,0.539765673506604
01222,0.539765673506604
01223,0.539765673506604
01224,0.539765673506604
01225,0.539765673506604
01226,0.539765673506604
01229,0.539765673506604
01230,0.539765673506604
01235,0.539765673506604
01236,0.539765673506604
01237,0.539765673506604
01238,0.539765673506604
01240,0.539765673506604
01242,0.539765673506604
01243,0.539765673506604
01244,0.539765673506604
01245,0.539765673506604
01247,0.539765673506604
01253,0.539765673506604
01254,0.539765673506604
01255,0.539765673506604
01256,0.539765673506604
01257,0.539765673506604
01258,0.539765673506604
01259,0.539765673506604
01260,0.539765673506604
01262,0.539765673506604
01264,0.539765673506604
01266,0.539765673506604
01267,0.539765673506604
01270,0.539765673506604
01343,0.539765673506604
01350,0.539765673506604
05352,0.539765673506604
01083,0.533752034973272
01092,0.533752034973272
01420,0.533752034973272
01431,0.533752034973272
01432,0.533752034973272
01434,0.533752034973272
01450,0.533752034973272
01451,0.533752034973272
01453,0.533752034973272
01460,0.533752034973272
01462,0.533752034973272
01463,0.533752034973272
01464,0.533752034973272
01467,0.533752034973272
01469,0.533752034973272
01474,0.533752034973272
01501,0.533752034973272
01503,0.533752034973272
01504,0.533752034973272
01506,0.533752034973272
01507,0.533752034973272
01510,0.533752034973272
01515,0.533752034973272
01516,0.533752034973272
01518,0.533752034973272
01519,0.533752034973272
01521,0.533752034973272
01523,0.533752034973272
01525,0.533752034973272
01529,0.533752034973272
01532,0.533752034973272
01534,0.533752034973272
01535,0.533752034973272
01537,0.533752034973272
01540,0.533752034973272
01550,0.533752034973272
01561,0.533752034973272
01564,0.533752034973272
01566,0.533752034973272
01568,0.533752034973272
01569,0.533752034973272
01570,0.533752034973272
01571,0.533752034973272
01581,0.533752034973272
01585,0.533752034973272
01588,0.533752034973272
01701,0.533752034973272
01702,0.533752034973272
01718,0.533752034973272
01719,0.533752034973272
01720,0.533752034973272
01721,0.533752034973272
01740,0.533752034973272
01742,0.533752034973272
01745,0.533752034973272
01746,0.533752034973272
01747,0.533752034973272
01748,0.533752034973272
01749,0.533752034973272
01752,0.533752034973272
01754,0.533752034973272
01756,0.533752034973272
01757,0.533752034973272
01760,0.533752034973272
01770,0.533752034973272
01772,0.533752034973272
01773,0.533752034973272
01775,0.533752034973272
01776,0.533752034973272
01778,0.533752034973272
01824,0.533752034973272
01826,0.533752034973272
01827,0.533752034973272
01850,0.533752034973272
01851,0.533752034973272
01852,0.533752034973272
01854,0.533752034973272
01863,0.533752034973272
01876,0.533752034973272
01879,0.533752034973272
01886,0.533752034973272
02019,0.533752034973272
02026,0.533752034973272
02030,0.533752034973272
02038,0.533752034973272
02052,0.533752034973272
02053,0.533752034973272
02054,0.533752034973272
02090,0.533752034973272
02492,0.533752034973272
02494,0.533752034973272
01301,0.540756216373366
01330,0.540756216373366
01337,0.540756216373366
01338,0.540756216373366
01339,0.540756216373366
01340,0.540756216373366
01341,0.540756216373366
01342,0.540756216373366
01344,0.540756216373366
01346,0.540756216373366
01347,0.540756216373366
01349,0.540756216373366
01351,0.540756216373366
01354,0.540756216373366
01360,0.540756216373366
01367,0.540756216373366
01370,0.540756216373366
01375,0.540756216373366
01376,0.540756216373366
01068,0.53971315684761
01505,0.53971315684761
01520,0.53971315684761
01522,0.53971315684761
01524,0.53971315684761
01527,0.53971315684761
01536,0.53971315684761
01541,0.53971315684761
01542,0.53971315684761
01543,0.53971315684761
01545,0.53971315684761
01560,0.53971315684761
01562,0.53971315684761
01583,0.53971315684761
01590,0.53971315684761
01602,0.53971315684761
01603,0.53971315684761
01604,0.53971315684761
01605,0.53971315684761
01606,0.53971315684761
01607,0.53971315684761
01608,0.53971315684761
01609,0.53971315684761
01610,0.53971315684761
01611,0.53971315684761
01612,0.53971315684761
01730,0.524118186704513
01731,0.524118186704513
01741,0.524118186704513
01801,0.524118186704513
01803,0.524118186704513
01821,0.524118186704513
01862,0.524118186704513
01864,0.524118186704513
01867,0.524118186704513
01880,0.524118186704513
01887,0.524118186704513
01890,0.524118186704513
01901,0.524118186704513
01902,0.524118186704513
01904,0.524118186704513
01905,0.524118186704513
01906,0.524118186704513
01907,0.524118186704513
01908,0.524118186704513
01915,0.524118186704513
